"Sample01" "Sample02" "Sample03" "Sample04" "Sample05" "Sample06" "Sample07" "Sample08" "Sample09" "Sample10" "Sample11" "Sample12" "Sample13" "Sample14" "Sample15" "Sample16" "Sample17" "Sample18" "Sample19" "Sample20" "Sample21" "Sample22" "Sample23" "Sample24" "Sample25" "Sample26" "Sample27" "Sample28" "Sample29" "Sample30" "Sample31" "Sample32" "Sample33" "Sample34" "Sample35" "Sample36" "Sample37" "Sample38" "Sample39" "Sample40" "Sample41" "Sample42" "Sample43" "Sample44" "Sample45" "Sample46" "Sample47" "Sample48" "Sample49" "Sample50" "Sample51" "Sample52" "Sample53" "Sample54" "Sample55" "Sample56" "Sample57" "Sample58" "Sample59" "Sample60" "Sample61" "Sample62" "Sample63"
"Microbe900" 2 0 1 0 1 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe901" 55 21 32 192 23 3 875 451 71 18 33 105 5 202 113 306 1 257 4 53 8 2511 23 151 340 412 207 3 174 175 59 180 20 306 188 25 82 620 14 453 53 9 207 406 2 70 82 25 126 23 20 0 0 0 219 4 2 2 0 4 1 0 0
"Microbe902" 0 0 0 0 0 0 0 6 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 6 1 3 0 0 0 0 0 0 3 0 11 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"Microbe903" 14 8 60 96 12 11 361 311 89 7 3 9 2 34 296 31 0 4 3 169 4 11 10 71 171 174 21 1 186 78 139 181 25 164 68 33 8 236 0 154 45 19 27 35 1 52 3 20 11 0 10 0 0 1 83 7 1 1 0 3 0 0 0
"Microbe904" 2 2 26 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 10 0 8 0 0 1 0 0 0 3 0 0 0 0 0 0 2 1 0 2 0 2 0 0 0 0 10 0 0 0 0 0 0 0 0
"Microbe905" 33 129 205 4 35 221 3 94 381 50 0 36 0 26 1123 4 419 0 0 0 82 1 49 2 1 1 24 18 107 1 11 0 15 7 22 7 10 17 1 30 6 13 13 2 17 105 0 2 3 0 22 8 0 11 3 0 3 0 0 0 0 0 0
"Microbe906" 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe907" 0 11 0 3 0 0 87 19 7 5 0 0 1 34 195 2 0 0 1 23 0 0 1 30 7 38 3 0 170 6 0 65 1 38 5 19 1 20 5 29 3 1 1 0 0 0 0 0 0 0 0 0 0 0 28 1 1 0 0 0 0 1 0
"Microbe908" 0 0 3 2 0 0 2 1 0 0 0 2 0 0 0 0 1 1 0 1 1 0 2 1 1 0 2 2 0 0 0 0 0 9 0 2 0 2 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe909" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe910" 0 0 0 0 0 11 68 0 0 0 4 78 0 0 0 0 0 0 0 2 1 0 0 7 0 0 0 0 0 0 0 32 143 22 0 19 0 0 0 0 0 82 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0
"Microbe911" 2 2 1 1 0 0 3 5 2 1 0 4 0 1 0 0 10 0 0 0 0 0 1 0 0 0 1 1 2 0 0 1 3 4 1 1 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe912" 2 0 0 0 1 1 1 0 0 0 0 5 0 0 0 0 1 0 0 0 2 0 3 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe913" 1 4 114 3 0 2 7 16 14 0 0 1 2 0 0 1 0 1 0 1 0 8 0 8 34 0 0 0 3 2 5 0 0 4 5 0 0 133 0 6 2 0 7 10 1 220 3 0 3 1 5 0 0 0 6 0 0 0 0 0 0 0 0
"Microbe914" 0 12 0 9 0 0 6 0 3 1 0 0 0 0 5 0 1 0 0 0 0 0 0 1 0 3 0 6 2 0 0 2 1 1 0 0 0 0 0 7 0 0 0 1 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe915" 0 0 0 1 1 4 7 0 0 0 1 0 0 0 0 0 2 0 0 2 0 0 1 1 2 0 1 3 0 0 0 8 2 0 0 0 2 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe916" 1 5 0 4 0 0 3 5 0 5 0 1 0 2 0 0 0 1 0 0 0 0 2 2 0 2 0 7 7 0 0 1 0 0 1 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe917" 2 1 0 2 0 0 6 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe918" 0 1 1 1 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe919" 29 4 0 1 12 0 1 0 0 5 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 43 3 0 0 1 0 0 0 0 0 0 0 1 4 0 0 0 12 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
"Microbe920" 0 2 0 3 0 0 0 0 0 0 0 0 0 0 2 0 3 0 0 0 0 0 2 0 3 0 0 0 6 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe921" 2 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe922" 251 14 111 664 115 21 55 31 24 11 0 97 3 137 148 165 39 10 0 50 90 68 47 92 116 491 59 387 107 145 531 20 6 3 26 0 20 617 14 266 33 5 10 128 218 114 6 81 13 3 0 0 1 31 431 3 3 0 0 7 0 1 0
"Microbe923" 0 0 0 0 1 0 197 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 185 0 0 0 0 0 0 0 9 0 0 0 0 1 4 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
"Microbe924" 0 0 1 2 0 0 7 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 2 1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe925" 0 0 0 1 0 1 4 1 5 0 0 2 0 0 0 0 2 0 0 2 0 0 0 1 0 0 3 2 2 0 0 1 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe926" 0 0 0 0 0 6 10 11 0 0 1 7 0 4 0 1 0 0 0 12 0 0 0 52 1 18 4 0 0 0 3 2 6 10 6 5 1 26 0 22 0 3 0 13 0 0 0 0 1 0 1 0 0 0 8 0 0 0 0 0 0 0 0
"Microbe927" 0 0 2 1 0 0 0 2 0 0 0 3 0 13 0 0 0 0 0 0 0 1 21 0 0 0 0 1 1 0 0 0 3 0 0 0 0 1 1 0 0 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe928" 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 1 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe929" 0 0 2 4 0 1 4 2 0 0 0 2 1 1 0 1 1 0 0 0 0 0 1 0 0 0 2 0 2 0 0 10 2 1 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe930" 0 0 1 0 0 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe931" 40 9 43 15 17 8 2 0 8 13 0 8 0 1 11 1 14 1 0 0 1 0 0 3 7 3 1 13 8 4 2 0 0 0 0 0 0 0 0 0 1 0 0 0 14 42 0 0 0 0 0 1 0 5 1 0 0 1 5 0 0 0 0
"Microbe932" 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe933" 0 0 0 0 0 1 0 9 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe934" 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe935" 11 0 1 2 1 1 0 0 0 1 0 1 0 1 0 0 8 0 0 0 0 0 0 0 0 0 0 4 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0
"Microbe936" 1 60 20 14 1 6 107 168 87 6 16 18 2 38 2 17 2 33 1 26 0 319 10 29 2 30 73 0 5 3 5 117 2 26 77 20 30 84 6 32 2 7 10 23 7 22 17 7 2 42 4 3 0 0 25 0 0 1 1 0 0 0 1
"Microbe937" 1 0 0 4 2 0 0 0 0 0 1 8 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe938" 0 0 1 0 2 1 9 1 1 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe939" 3 0 0 0 1 1 1 3 1 0 0 0 0 0 0 1 2 0 0 0 0 0 1 3 1 0 1 17 1 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"Microbe940" 0 9 1 0 0 0 13 3 0 2 0 0 1 0 1 8 0 2 0 4 0 0 0 5 40 0 0 0 0 1 0 8 0 3 0 0 0 1 0 10 1 0 0 12 0 0 0 0 0 0 0 0 0 0 12 2 0 0 0 0 0 0 0
"Microbe941" 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 12 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe942" 2 17 69 2 2 0 0 13 0 5 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 6 0 0 1 0 2 0 0 1 0 1 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe943" 0 0 0 0 0 0 3 0 1 0 5 2 0 37 0 0 1 0 0 2 0 0 0 14 1 1 2 0 0 0 0 3 1 3 0 0 1 0 3 15 0 6 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe944" 2 67 21 71 2 1 2 4 10 8 0 0 0 0 77 35 0 15 0 1 0 5 6 4 15 0 1 10 143 11 2 1 0 0 1 1 0 21 0 19 0 0 2 5 6 27 1 0 13 0 0 1 0 0 4 0 6 0 0 1 3 0 0
"Microbe945" 5 2 13 2 2 11 6 1 5 0 0 0 0 0 1 0 36 0 0 0 0 0 12 2 1 1 0 12 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 5 6 1 1 0 6 0 0 0 1 1 0 0 0 0 0 0 0 1
"Microbe946" 3 0 2 1 3 2 0 1 0 0 0 2 1 0 0 0 4 0 0 0 1 1 2 0 0 0 1 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe947" 22 0 8 1 4 61 1 5 2 1 0 14 0 0 0 0 1 0 0 1 1 0 2 2 0 0 36 1 34 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Microbe948" 0 0 0 0 0 0 11 2 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 15 0 56 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe949" 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 1 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe950" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 1 0 3 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe951" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 6 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe952" 11 1 9 0 9 40 5 2 2 1 0 13 0 0 2 3 2 1 1 0 1 3 9 1 0 0 1 0 12 0 0 5 0 0 1 2 0 0 0 0 0 0 0 2 2 1 0 0 0 0 0 1 0 0 3 0 0 0 1 0 0 0 0
"Microbe953" 0 1 1 0 0 0 0 0 0 0 0 10 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe954" 0 0 1 4 0 5 6 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 1 1 0 0 0 2 0 0 9 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"Microbe955" 0 0 0 0 0 1 0 17 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe956" 1 0 1 0 0 4 24 233 3 0 15 0 0 12 0 14 0 3 1 2 0 40 1 20 0 1 19 0 27 0 0 6 0 17 94 5 8 14 0 18 6 0 4 9 2 0 4 0 3 3 10 0 0 0 9 0 1 0 0 0 0 2 0
"Microbe957" 0 1 0 0 0 3 2 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe958" 152 0 0 0 60 23 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe959" 2 178 9 10 2 8 42 103 75 148 0 21 1 81 275 6 8 15 0 1 6 43 141 6 34 1 6 136 67 2 44 10 21 24 33 18 3 8 11 4 20 38 1 49 51 4 9 7 1 0 0 3 0 0 38 1 0 2 0 2 0 1 5
"Microbe960" 0 0 2 0 0 2 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 1 0 0 3 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe961" 3 0 0 4 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe962" 2 1013 3 333 1 129 967 5624 0 416 80 4 34 20158 1 8836 1 4366 37 187 121 21493 1186 686 4230 1058 4340 1 9747 5250 12 115 66 5823 4902 322 2029 8543 1090 4323 29 1359 664 8013 2 8 110 503 3156 53 856 34 7 0 2030 1 569 13 5 5 0 5 10
"Microbe963" 672 15 51 1022 279 162 9 138 10 45 5 233 1 13 47 22 2214 4 0 1 26 15 103 76 36 5 7 370 33 159 3 19 37 5 29 3 2 4 3 128 28 33 3 18 909 377 0 0 0 0 0 12 0 4 3 0 2 0 2 0 0 0 3
"Microbe964" 0 0 0 0 1 0 3 15 1 1 0 0 0 7 0 0 0 0 0 2 0 0 1 3 0 0 4 0 16 0 0 4 0 0 11 4 2 3 1 11 4 0 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 1 0 0 0 0 0
"Microbe965" 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe966" 106 40 9 26 80 45 17 3 85 26 6 161 0 3 32 0 112 2 0 5 361 5 180 11 11 8 4 25 83 5 547 7 56 5 0 7 0 54 0 7 61 50 0 49 40 2 2 85 1 0 0 7 6 15 3 0 4 2 2 2 0 0 5
"Microbe967" 0 0 0 0 0 0 3 189 0 0 0 2 0 0 0 0 0 0 0 0 0 1 1 3 0 0 9 0 6 0 0 2 0 0 7 0 11 15 0 0 0 1 0 0 0 0 3 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe968" 0 0 0 0 0 0 20 1 0 0 0 0 0 7 0 0 0 0 0 1 0 1 1 21 1 0 5 0 0 0 0 2 0 4 3 0 1 1 0 15 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe969" 0 0 0 1 0 0 8 10 2 1 1 1 0 3 0 7 0 45 1 2 0 28 1 1 1 0 24 0 17 2 0 1 0 87 3 2 14 5 0 2 0 3 0 33 0 0 4 1 0 1 9 0 0 0 0 0 1 0 0 0 0 0 0
"Microbe970" 442 156 526 1756 249 737 539 1490 192 141 247 2146 43 376 340 456 145 129 24 269 714 260 189 397 1516 552 1067 113 429 1308 1840 261 460 541 438 122 260 279 29 123 78 373 0 2345 85 795 30 388 63 9 25 94 7 25 436 11 31 3 2 7 3 2 0
"Microbe971" 1 0 4 2 0 1 14 0 2 0 0 10 0 0 0 2 1 0 0 0 0 1 10 1 1 0 12 0 2 0 0 3 0 0 0 1 1 3 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe972" 0 0 0 0 0 0 0 12 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe973" 2563 799 346 762 1350 1706 480 349 196 1005 14 404 4 244 617 10 1101 2 0 52 147 18 46 47 252 141 194 922 1057 313 1210 208 252 18 84 38 60 0 16 45 95 168 0 172 1150 494 5 108 0 0 0 229 2 321 26 2 50 1 21 11 6 0 1
"Microbe974" 0 0 0 1 0 0 1 2 0 0 0 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe975" 253 10 52 170 118 207 198 17 27 12 30 328 0 61 37 50 55 11 2 41 264 16 19 177 79 171 52 129 149 83 218 79 98 35 6 23 16 18 2 101 1 60 2 149 65 58 2 33 3 2 0 21 0 9 44 1 1 2 2 0 0 0 1
"Microbe976" 207 68 924 69 181 3 212 50 310 163 0 1 0 1 1487 0 50 0 0 0 0 0 0 7 58 6 0 221 117 296 1 21 17 0 8 0 0 0 0 42 0 9 2 0 16 700 0 0 0 0 0 1 0 20 0 1 0 0 1 0 1 0 0
"Microbe977" 0 0 0 0 0 0 0 15 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe978" 0 0 3 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 3 0 5 0 1 0 0 0 3 1 0 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe979" 1761 614 174 346 1216 847 64 25 197 576 3 1133 1 28 506 18 623 1 0 12 415 3 25 45 164 60 17 1080 346 60 27 17 64 2 7 2 3 1 4 33 11 39 2 17 989 170 1 2 0 0 0 56 4 139 1 1 14 1 86 2 1 0 0
"Microbe980" 11 1 1 143 3 64 190 22 11 0 1 12 1 16 130 4 1 0 0 2 46 2 10 17 69 95 26 4 12 47 18 209 14 13 5 6 10 1 6 43 28 5 0 6 1 3 0 4 0 0 0 20 0 1 2 0 0 1 0 1 0 0 0
"Microbe981" 31 43 65 45 17 99 213 12 20 60 6 30 1 36 76 0 17 1 0 43 13 1 12 17 13 29 2 21 115 16 38 103 34 8 6 5 0 0 6 11 3 19 1 5 40 60 1 4 0 0 0 8 0 1 0 0 6 0 0 1 0 1 0
"Microbe982" 39 5 0 3 19 9 40 21 0 0 0 9 0 1 0 1 0 0 0 3 3 0 0 7 0 1 12 3 6 0 0 9 0 0 4 0 10 0 0 5 0 0 2 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe983" 154 155 585 506 138 204 192 522 844 60 4 452 6 64 207 34 304 0 0 55 890 22 78 116 297 163 120 390 142 138 5 16 36 55 119 59 43 421 6 235 90 18 60 2 277 413 5 0 21 4 14 5 6 9 99 2 2 3 2 5 1 0 0
"Microbe984" 7 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe985" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"Microbe986" 13 2 33 5 3 3 3 0 2 0 0 22 1 2 2 0 49 2 0 1 2 0 16 1 13 1 4 2 14 2 3 1 1 0 0 0 0 1 0 0 0 0 0 0 8 14 0 1 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0
"Microbe987" 8 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe988" 0 0 0 0 0 2 3 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 14 0 0 0 0 2 0 0 1 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe989" 2 0 0 2 0 1 33 51 0 0 1 0 0 5 2 1 0 3 0 1 0 22 2 3 7 7 5 0 11 1 0 10 0 89 20 19 3 0 0 7 5 1 1 5 0 0 1 0 2 1 2 0 0 0 0 0 0 1 0 2 0 0 0
"Microbe990" 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 99 0 0 0 0 0 0 0 0
"Microbe991" 4 1 5 0 16 18 2 18 1 0 0 1 0 0 0 0 6 0 0 0 0 0 4 5 0 0 41 1 47 0 0 0 0 0 1 0 20 1 0 0 0 0 0 0 5 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Microbe992" 0 0 0 0 0 0 6 11 0 0 3 5 0 4 0 1 0 0 0 0 0 0 0 6 0 0 1 0 0 0 0 10 3 11 4 1 0 1 0 1 0 22 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe993" 2277 815 279 364 1502 813 58 19 248 874 5 1027 5 16 640 10 982 1 1 11 345 4 13 41 174 63 7 1276 331 83 31 20 60 1 5 5 2 8 1 26 14 31 0 17 1423 399 4 3 0 0 0 41 3 273 2 0 29 0 84 0 3 0 1
"Microbe994" 0 0 5 3 0 0 1 54 9 0 0 0 1 0 1 0 1 0 0 1 0 3 3 2 0 0 3 0 10 1 2 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe995" 0 0 2 0 0 0 1 0 1 0 0 2 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe996" 0 2 0 8 0 0 122 5 4 0 0 0 0 3 1 3 0 5 0 4 0 876 0 56 23 30 1 1 11 11 0 19 0 13 6 2 0 21 0 35 5 0 19 1 0 0 82 0 0 3 3 0 0 0 7 1 0 0 0 0 0 0 0
"Microbe997" 0 0 1 1 1 1 1 0 0 0 0 1 0 0 1 1 2 0 0 0 0 0 4 0 2 0 1 0 2 0 0 5 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0
"Microbe998" 1 0 1 2 0 1 0 4 1 1 0 1 0 0 0 0 0 1 0 0 0 2 0 0 1 0 0 0 9 0 0 0 1 5 0 0 1 8 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe999" 0 0 0 4 1 0 1 0 0 0 0 0 1 0 0 0 0 18 0 0 1 8 0 1 9 0 0 0 6 8 1 0 0 1 0 0 2 0 0 3 0 0 0 28 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
"Microbe1000" 10 15 51 19 12 14 210 596 2 12 9 4 0 391 3 67 9 0 5 19 58 43 80 80 3 21 151 205 60 2 1 163 1 294 224 64 41 427 27 276 30 0 41 0 99 46 5 1 2 1 19 6 1 1 35 1 3 0 0 0 0 1 0
